,name,address,categories,id
4930,New York Smile Group,Brooklyn 309 Avenue U ,dentist;dentist,OSMway-248904951
4931,Boutique Butcher,Brooklyn 313 Avenue U ,retail;butcher,OSMway-248904952
4932,Sabatino Funeral Home,Brooklyn 323 Avenue U ,funeral_directors,OSMway-248904954
4933,Shaare Zion Congregation,Brooklyn US 2030 Ocean Parkway ,place_of_worship;synagogue,OSMway-248905014
4934,Yeshivah Ohel Moshe,7914 Bay Parkway ,school,OSMway-248906247
4935,Harbor Motor Inn,Brooklyn 1730 Shore Parkway ,hotel;motel,OSMway-248913495
4936,TD Bank,1630 Shore Parkway ,bank;retail,OSMway-248913514
4937,Wendy's,Brooklyn 1602 Shore Parkway ,fast_food;retail,OSMway-248913519
4938,Best Buy,Brooklyn US 8923 Bay Parkway ,retail;electronics,OSMway-248913524
4939,King David Center for Nursing and Rehabilitation Center,Brooklyn 2266 Cropsey Avenue ,social_facility,OSMway-248914117
4940,Haym Salomon Home for Nursing & Rehabilitation,Brooklyn 2340 Cropsey Avenue ,social_facility,OSMway-248914126
4941,Public School 200,,school,OSMway-248919241
4942,62nd Precinct Station,1933 Bath Avenue ,police,OSMway-248919285
4943,Russian Orthodox Church of the New Martyrs and Confessors of Russia,Brooklyn 8645 18th Avenue ,place_of_worship,OSMway-248919791
4944,FDNY Engine 243 & Ladder 168,Brooklyn 8653 18th Avenue ,fire_station,OSMway-248919796
4945,NetCost Market,Brooklyn 8671 18th Avenue ,retail;supermarket,OSMway-248919803
4946,Home Sweet Home Tutoring,1844-1846 Bath Avenue ,school,OSMway-248921397
4947,Saint Finbar Catholic Church,Brooklyn 130 Bay 20th Street ,place_of_worship,OSMway-248921406
4948,New Utrecht Reformed Church,1827 84th Street ,place_of_worship,OSMway-248922344
4949,BP Shop,Brooklyn 1781 Bay Ridge Parkway ,convenience,OSMway-248925636
4950,A&L II Auto Repair Inc.,7519 18th Avenue ,car_repair,OSMway-248925861
4951,Vento Medical Plaza,Brooklyn 7400 18th Avenue ,clinic;clinic,OSMway-248925916
4952,Roman Catholic Church of Saint Domenick,7413 20th Avenue ,place_of_worship,OSMway-248927490
4953,Garden of Eden,Brooklyn US 1608 Stillwell Avenue ,social_facility,OSMway-248930453
4954,Lucretia Marciagliano Campus,,school,OSMway-248930576
4955,Arnor Crepes & Bubble Tea,1425 West 10th Street ,restaurant,OSMway-248931443
4956,Intermediate School 96,,school,OSMway-248931652
4957,Super Clean Car Wash,Brooklyn 7017 Bay Parkway ,car_wash,OSMway-248931656
4958,McDonald's,Brooklyn 6620 Bay Parkway ,fast_food,OSMway-248932718
4959,Congregation Magen David,,place_of_worship,OSMway-248934344
4960,Long Hair GIrl Salon,6901 20th Avenue ,hairdresser,OSMway-248934881
4961,Public School 205,Brooklyn 6701 20th Avenue ,school,OSMway-248934929
4962,Public School 247,7000 21st Avenue ,school,OSMway-248934931
4963,Yeshiva Ketana Shaarei Torah,2025 67th Street ,school,OSMway-248934933
4964,Parkville Station Brooklyn Post Office,6618 20th Avenue ,post_office,OSMway-248936413
4965,Key Food,1526 70th Street ,commercial;supermarket,OSMway-249001606
4966,Clean Eighty Eight Inc,7107 New Utrecht Avenue ,commercial;commercial;laundry,OSMway-249002264
4967,Roman Catholic Church of Our Lady of Guadalupe,,place_of_worship,OSMway-249002292
4968,Shell,7310 New Utrecht Avenue ,convenience,OSMway-249004521
4969,Il Fornaretto Bakery,Brooklyn 7616 17th Avenue ,bakery,OSMway-249004741
4970,Giulia's Cucina & Dessert,1611-13 Bay Ridge Parkway ,restaurant,OSMway-249004878
4971,Outflation Discount Corp.,7315 15th Avenue ,variety_store,OSMway-249005473
4972,Dream House Realty,Brooklyn 7503 15th Avenue ,estate_agent,OSMway-249005484
4973,Nail Lab Inc.,Brooklyn 7505 15th Avenue ,beauty,OSMway-249005485
4974,15th Avenue Mini Market Corp.,Brooklyn 7501 15th Avenue ,convenience,OSMway-249005680
4975,Romeo Brothers Meat Corp.,7801 15th Avenue ,butcher,OSMway-249006986
4976,Jmart,Brooklyn 8121 New Utrecht Avenue ,commercial;supermarket,OSMway-249007656
4977,Rite Aid,Brooklyn 8222 18th Avenue ,chemist,OSMway-249007674
4978,Bensonhurst Center for Rehabilitation & Healthcare,Brooklyn 1740 84th Street ,social_facility,OSMway-249008735
4979,New Utrecht Branch Brooklyn Public Library,Brooklyn 1743 86th Street ,library,OSMway-249008740
4980,CVS Pharmacy,Brooklyn 8430 New Utrecht Avenue ,pharmacy;pharmacy,OSMway-249008946
4981,Star Market,8602 18th Avenue ,retail;supermarket,OSMway-249009517
4982,Santander,8514 18th Avenue ,bank,OSMway-249009668
4983,Bay Ridge Chevrolet,Brooklyn 1575 86th Street ,industrial;car,OSMway-249012692
4984,Chinese Buffet,1619 86th Street ,restaurant,OSMway-249012764
4985,Metropolitan Independent Baptist Church,1624 84th Street ,place_of_worship,OSMway-249013083
4986,Saint Francis Cabrini Roman Catholic Church,Brooklyn 1562 86th Street ,place_of_worship,OSMway-249013084
4987,Baby World,7304 15th Avenue ,furniture,OSMway-249014903
4988,Lefferts Park Baptist Church,7524 14th Avenue ,place_of_worship,OSMway-249014960
4989,Meal Ticket Foods,Brooklyn 7402 15th Avenue ,convenience,OSMway-249015176
4990,Brooklyn Public Library Dyker Branch,Brooklyn 8202 13th Avenue ,library,OSMway-249022678
4991,Saint Bernadette's Church,,place_of_worship,OSMway-249022756
4992,Saint Bernadettes School,1355 84th Street ,school,OSMway-249022757
4993,Dyker Heights Medical Associates,1435 86th Street ,centre,OSMway-249025670
4994,Mezcal's,1474 86th Street ,restaurant,OSMway-249025792
4995,Coffee Rx,1504 86th Street ,cafe,OSMway-249025801
4996,Tomasso,1464 86th Street ,restaurant,OSMway-249026066
4997,Outback Steakhouse,Brooklyn 1475 86th Street ,restaurant,OSMway-249026180
4998,Bronx Equestrian Center,,stable,OSMway-249029498
4999,Club House,,yes,OSMway-249029531
5000,Rick Nielsen Golf,Bronx 1 City Island Road ,yes,OSMway-249029827
5001,Club Wyndham Midtown 45,New York 205 East 45th Street ,hotel,OSMway-249041777
5002,The Guilford,,apartments,OSMway-249041795
5003,750 Third Avenue,New York 750 3rd Avenue ,commercial,OSMway-249041800
5004,485 Lexington Avenue,,commercial,OSMway-249041801
5005,Public School 229,1400 Benson Avenue ,school,OSMway-249046619
5006,Harbor Defense Museum of Fort Hamilton,230 Sheridan Loop ,military;museum,OSMway-249053508
5007,Commissary,Brooklyn 115 White Avenue ,supermarket,OSMway-249054014
5008,Dyker Beach Golf Course,Brooklyn 1030 86th Street ,yes,OSMway-249054284
5009,Fort Hamilton Community Club,Brooklyn Sterling Drive ,military,OSMway-249054334
5010,Krispy Pizza,7112 13th Avenue ,restaurant,OSMway-249062520
5011,Walgreens,7009 13th Avenue ,commercial,OSMway-249062782
5012,Public School 176,6809 11th Avenue ,school,OSMway-249063757
5013,Virginia Reginae School,1221 66th Street ,school,OSMway-249084902
5014,"New Utrecht Avenue/62nd Street (N,D)",6217 New Utrecht Avenue ,train_station,OSMway-249085626
5015,65th Street Substation,6419 New Utrecht Avenue ,service;substation,OSMway-249085666
5016,Congregation Ahaba Ve Ahva Of Ocean Parkway,,place_of_worship;synagogue,OSMway-249088229
5017,Creative Furniture,Brooklyn 485 Kings Highway ,yes,OSMway-249088547
5018,Bet Yaakov Ateret Torah,,school,OSMway-249089091
5019,Bnei Yosef,,place_of_worship;church,OSMway-249089095
5020,Yeshiva of Brooklyn,1470 Ocean Parkway ,school,OSMway-249094049
5021,Agudath Yisroel of Flatbush,Brooklyn US 1302 Ocean Parkway ,place_of_worship,OSMway-249094640
5022,Congregation Permishlan,510 Avenue M ,place_of_worship,OSMway-249094847
5023,Yeshiva Sharei Hayosher,1314 Ocean Parkway ,school,OSMway-249094849
5024,Food Universe Marketplace,97 Avenue O ,supermarket;supermarket,OSMway-249097202
5025,FDNY Engine 330 / Ladder 172,Brooklyn 2312 65th Street ,fire_station,OSMway-249097242
5026,Bishop Kearney School,2202 60th Street ,school,OSMway-249097716
5027,"Brooklyn Public Library, Ryder branch",5902 23rd Avenue ,library,OSMway-249097717
5028,NetCost Market,Brooklyn 2339 65th Street ,supermarket,OSMway-249097899
5029,Public School 226,6006 23rd Avenue ,school,OSMway-249098024
5030,Rite Aid,Brooklyn US 5901 Bay Parkway ,pharmacy;pharmacy,OSMway-249098025
5031,Sterling National Bank,Brooklyn 2241 65th Street ,bank,OSMway-249098799
5032,McDonald Supply,1 Avenue M ,hardware,OSMway-249104271
5033,Moishe's Discount Supermarket,325 Avenue M ,supermarket,OSMway-249104272
5034,Yeshiva of Brooklyn,1200 Ocean Parkway ,school,OSMway-249104273
5035,Yad Yosef,,place_of_worship,OSMway-249106388
5036,Bensonhurst Substation,1278 McDonald Avenue ,substation,OSMway-249107547
5037,GSA King Tomato Farm,,supermarket,OSMway-249110437
5038,CubeSmart,Brooklyn 1158 McDonald Avenue ,commercial;storage_rental,OSMway-249110679
5039,Life Storage,Brooklyn 1200 McDonald Avenue ,commercial;storage_rental,OSMway-249110687
5040,New York Engine Company 250,Brooklyn 126 Foster Avenue ,fire_station,OSMway-249112536
5041,Congregation Bnai Abraham,127 Webster Avenue ,place_of_worship,OSMway-249113145
5042,Brooklyn Public Library - Kensington Branch,Brooklyn 4207 18th Avenue ,yes,OSMway-249113326
5043,Masjid Abou Bakr,115 Foster Avenue ,place_of_worship,OSMway-249113397
5044,Seventieth Precinct Police Station,154 Lawrence Avenue ,police,OSMway-249113398
5045,Bnos Margulia Viznitz,1824 53rd Street ,school,OSMway-249116169
5046,Yeshiva Karlin Stolin,1818 54th Street ,school,OSMway-249116449
5047,Chase,6501 18th Avenue ,bank;commercial,OSMway-249117461
5048,Mapleton Branch Brooklyn Public Library,1702 60th Street ,library,OSMway-249119129
5049,Congregation Kav Chaim,,place_of_worship,OSMway-249119414
5050,Breadberry,1689 60th Street ,supermarket,OSMway-249119671
5051,Yeshiva Tifereth Elimelech,1641 56th Street ,school,OSMway-249119714
5052,Congregation Sons of Judah,,place_of_worship,OSMway-249120484
5053,Mesivta Mkor Chaim,5420 16th Avenue ,school,OSMway-249121682
5054,Sixtysixth Precinct Police Station,5822 16th Avenue ,police,OSMway-249121683
5055,Congregation Beer Moshe,,place_of_worship,OSMway-249121887
5056,Angel Guardian Home,1222 63rd Street ,yes,OSMway-249123198
5057,New York Engine Company 247,Brooklyn 1336 60th Street ,fire_station,OSMway-249123542
5058,New York Thawing Apparatus Company 64,1339 61st Street ,yes,OSMway-249123565
5059,Bay Ridge High School Annex,1171 65th Street ,school,OSMway-249532851
5060,Sea Gate,,residential;neighbourhood,OSMway-249533411
5061,Fei Long Supermarket/Minimall,6301 8th Avenue ,supermarket,OSMway-249534584
5062,Rocco's Italian Cafeteria,,restaurant,OSMway-249534663
5063,Brooklyn Public Library,6802 Fort Hamilton Parkway ,library,OSMway-249534962
5064,Holy Ghost Catholic Church,,place_of_worship,OSMway-249536925
5065,Public School 175,226 Bristol Street ,school,OSMway-249538436
5066,Public School 327,,school,OSMway-249538437
5067,Public School/Intermediate School 323,210 Chester Street ,school,OSMway-249538438
5068,Saint Timothy Holy Church,564 Thomas S Boyland Street ,place_of_worship,OSMway-249538439
5069,Brownsville Station Brooklyn Post Office,Brooklyn 167 Bristol Street ,post_office,OSMway-249538442
5070,Holy Ghost School,,school,OSMway-249538488
5071,Chen's Fresh Food Market,Brooklyn 378 Mother Gaston Boulevard ,restaurant;retail;seafood,OSMway-249539332
5072,Boro Park Synagogue,1515 46th Street ,place_of_worship,OSMway-249539446
5073,Gregory Jackson Center for Brownsville,519 Rockaway Avenue ,yes,OSMway-249539516
5074,Public School/Intermediate School 284,213 Osborn Street ,school,OSMway-249540384
5075,Stone Avenue Branch Brooklyn Public Library,581 Mother Gaston Boulevard ,library,OSMway-249540887
5076,Public School 150,364 Sackman Street ,school,OSMway-249545028
5077,Congregation Be' Er Avraham,,place_of_worship,OSMway-249545921
5078,Congregation Beth El of Boro Park,4802 15th Avenue ,place_of_worship,OSMway-249545922
5079,Congregation Ohr Chaim,,place_of_worship,OSMway-249545923
5080,PS 149 Annex,377 Pennsylvania Avenue ,school;school,OSMway-249546853
5081,Junior High School 149,700 Sutter Avenue ,school,OSMway-249547151
5082,Saint John Cantius School,,school,OSMway-249547153
5083,BMT Substation,375 Van Sinderen Avenue ,service;substation,OSMway-249547376
5084,BMT Substation,379 Van Sinderen Avenue ,service;substation,OSMway-249547377
5085,Public School 328,,school,OSMway-249547427
5086,Brownsville Substation,,substation,OSMway-249547428
5087,Thomas Jefferson High School,Brooklyn 400 Granville Payne Ave ,school,OSMway-249547542
5088,Public School 190,590 Sheffield Avenue ,school,OSMway-249548446
5089,Congregation Kehilath Yakov,1436 46th Street ,place_of_worship,OSMway-249548518
5090,Public School 164,Brooklyn US 4211 14th Avenue ,school,OSMway-249548741
5091,Intermediate School 223,Brooklyn US 4200 16th Avenue ,school,OSMway-249548917
5092,Bnos Zion of Bobov Synagogue,,place_of_worship,OSMway-249549278
5093,Congregation Vyoel Moshe,1374 49th Street ,place_of_worship,OSMway-249549279
5094,First Congregation Anshe Sfard,4502 14th Avenue ,place_of_worship,OSMway-249550708
5095,Mikyah Israel of Boro Park,1341 46th Street ,place_of_worship,OSMway-249550887
5096,Happy Trees Farm,4901 New Utrecht Avenue ,supermarket,OSMway-249552109
5097,Circus Fruits,5915 Fort Hamilton Parkway ,greengrocer,OSMway-249553167
5098,Congregation Beth Israel of Boro Park,Brooklyn 5602 11th Avenue ,synagogue,OSMway-249554885
5099,Congregation of Ohel of Shalom,1201 45th Street ,place_of_worship,OSMway-249556327
5100,Brooklyn Public Library,Brooklyn 1265 43rd Street ,library,OSMway-249556485
5101,Yeshiva Boyan,4315 12th Avenue ,school,OSMway-249556684
5102,Maimonides Medical Center,Brooklyn ,hospital,OSMway-249557310
5103,Public School 160,5105 Fort Hamilton Parkway ,school,OSMway-249557311
5104,Kessar Malka,1013 46th Street ,school,OSMway-249559653
5105,Monastery of the Precious Blood,,yes,OSMway-249562118
5106,Ocean Palace Seafood Restaurant,Brooklyn 5423 8th Avenue ,restaurant,OSMway-249562722
5107,MM Tea Cafe,Brooklyn 5805 8th Avenue ,restaurant,OSMway-249563085
5108,Ace Tech Auto Repair,937 60th Street ,car_repair,OSMway-249563503
5109,MK Optical,Brooklyn 5301 8th Avenue ,optometrist,OSMway-249565608
5110,Intermediate School 220,4812 9th Avenue ,school,OSMway-249565945
5111,Second Evangelical Free Church,,place_of_worship,OSMway-249565946
5112,Al - Mustafa Islamic Center,4705 8th Avenue ,place_of_worship,OSMway-249566228
5113,Congregation Bnai Israel,4500 9th Avenue ,place_of_worship,OSMway-249566528
5114,Bais Brocho of Karlin Stolin,971 44th Street ,school,OSMway-249566924
5115,Alku Toinen,,yes,OSMway-249567660
5116,Anche Lubawitz Congregation,4024 12th Avenue ,place_of_worship,OSMway-249568414
5117,Bais Yaakov D'Khal Adas Yereim,1169 43rd Street ,school,OSMway-249568415
5118,Congregation Heichal Hakodesh,1129 42nd Street ,place_of_worship,OSMway-249568416
5119,New York Engine Company 282,US 4210 12th Avenue ,fire_station,OSMway-249568722
5120,Saint Catherine of Alexandria Church,1101 41st Street ,place_of_worship,OSMway-249568741
5121,West Brooklyn Community High School,1053 41st Street ,school,OSMway-249569325
5122,FDNY EMS Station 40,5011 7th Avenue ,ambulance_station,OSMway-249570529
5123,Peniel Pentecostal Church,,place_of_worship,OSMway-249570855
5124,Saint Agatha Church,Brooklyn 702 48th Street ,place_of_worship;church,OSMway-249570856
5125,Saint Agathas School,Brooklyn 736 48th Street ,school;school,OSMway-249570857
5126,Grado Labs,4614 7th Avenue ,yes,OSMway-249571582
5127,Duane Reade,Brooklyn 5008 5th Avenue ,pharmacy;pharmacy;convenience,OSMway-249572083
5128,Marketa Los Fernandez,5011 5th Avenue ,supermarket,OSMway-249572085
5129,Fly E-Bike,5015 5th Avenue ,e-bike,OSMway-249572089
5130,T-Mobile,5019 5th Avenue ,mobile_phone,OSMway-249572093
5131,Sunset Terrace Family Health Center,514 49th Street ,clinic,OSMway-249572098
5132,Mister Hotpot,5306 8th Avenue ,restaurant,OSMway-249572570
5133,Brooklyn Chinese Baptist Church,5123 7th Avenue ,place_of_worship,OSMway-249572929
5134,Wong Wong Noodle Shop,Brooklyn 5410 8th Avenue ,restaurant,OSMway-249573239
5135,United States Post Office Bay Ridge Station,Brooklyn 5501 7th Avenue ,post_office,OSMway-249573252
5136,Five Below,5308 5th Avenue ,variety_store,OSMway-249574330
5137,Empire Blue Cross Blue Shield,5320 5th Avenue ,insurance,OSMway-249574342
5138,Citibank,5324 5th Avenue ,bank,OSMway-249574488
5139,Slope Park Playground,,playground,OSMway-249574759
5140,Pioneer Supermarket,5612 5th Avenue ,retail;supermarket,OSMway-249575708
5141,Puerto Rico Restaurant,5616 5th Avenue ,fast_food,OSMway-249575715
5142,Bethelship Norwegian United Methodist Church,5523 4th Avenue ,place_of_worship;church,OSMway-249575747
5143,Iglesia Emmanuel Piedra Viva,723 57th Street ,place_of_worship,OSMway-249576685
5144,Kingdom Hall of Jehovah's Witnesses,715 58th Street ,place_of_worship,OSMway-249576686
5145,Laundry Depot Church,,place_of_worship,OSMway-249576687
5146,"Insignia Hotel, Ascend Hotel Collection",Brooklyn 741 61st Street ,hotel,OSMway-249577635
5147,Calvary Tabernacle Assembly of God Church,6324 7th Avenue ,place_of_worship,OSMway-249578067
5148,Toyota,647 65th Street ,car,OSMway-249578084
5149,Audi,Brooklyn US 665 65th Street ,car,OSMway-249578093
5150,Three Guys from Brooklyn,6502 Fort Hamilton Parkway ,greengrocer,OSMway-249578146
5151,Enterprise,,car_rental,OSMway-249578151
5152,Metro Bagel & Cafe,5811 4th Avenue ,cafe,OSMway-249578944
5153,Wash Club,6305 5th Avenue ,laundry,OSMway-249579827
5154,Iglesia Llama Del Ministerio,6312 5th Avenue ,place_of_worship,OSMway-249579831
5155,Park Ridge Family Health Center,6317 4th Avenue ,clinic,OSMway-249579835
5156,Van Pelt Manor House,416 64th Street ,yes,OSMway-249579840
5157,Extra Space Storage,201 64th Street ,storage_rental,OSMway-249580620
5158,Approved Oil Co. of Brooklyn,250 64th Street ,industrial;company,OSMway-249580640
5159,4th. Avenue Burner & Heating Supplies,252 64th Street ,industrial;company,OSMway-249580646
5160,7-Eleven,301 65th Street ,fuel;retail;convenience,OSMway-249580736
5161,Rite Aid,Brooklyn 6201 4th Avenue ,pharmacy;pharmacy,OSMway-249581424
5162,First Church of the Brethren,6006 4th Avenue ,place_of_worship,OSMway-249582355
5163,Maimonides Medical Center Obsterics & Gynecology Womens Pavilion,6208 4th Avenue ,clinic,OSMway-249582788
5164,P.S. 971K,6214 4th Avenue ,school;school,OSMway-249582789
5165,Andate Construction,237 58th Street ,construction,OSMway-249584070
5166,Juno Contracting Corp,271 58th Street ,construction,OSMway-249584121
5167,Iman Funeral Services,5716 3rd Avenue ,funeral_directors,OSMway-249584287
5168,Bay Ridge Windows & Doors,5717 2nd Avenue ,doors,OSMway-249584288
5169,Kaj Food Mart,5701 2nd Avenue ,convenience,OSMway-249584301
5170,Royal Sweet Bakery,227 58th Street ,yes,OSMway-249584326
5171,Zoni Bros.,361-363 56th Street ,commercial;car_repair,OSMway-249585063
5172,Emmanuel Pentecostal Church,363 55th Street ,place_of_worship,OSMway-249585079
5173,Iglesia Adventista del Séptimo Día de Bay Ridge,5318 4th Avenue ,place_of_worship,OSMway-249585114
5174,Saint Jacobi Evangelical Lutheran Church,5406 4th Avenue ,place_of_worship;church,OSMway-249585136
5175,Sunset Park Community Church,5324 4th Avenue ,place_of_worship;church,OSMway-249585139
5176,Vim,4812 5th Avenue ,clothes,OSMway-249585856
5177,Mini Max,4912 5th Avenue ,clothes,OSMway-249585872
5178,Iglesia Episcopal de San Andres,4917 4th Avenue ,place_of_worship;church,OSMway-249585929
5179,Ortiz Funeral Home,5202 4th Avenue ,funeral_directors,OSMway-249586531
5180,Cooper Electric,5202 3rd Avenue ,commercial;trade,OSMway-249586782
5181,Dal Electrical Corp.,218 52nd Street ,yes,OSMway-249586810
5182,Southwest Brooklyn Dental,Brooklyn 219 54th Street ,dentist;dentist,OSMway-249586817
5183,Polar Mechanical Corp,221 51st Street ,company,OSMway-249586825
5184,Nova Printing,226 52nd Street ,yes,OSMway-249586851
5185,Blaze Tuning,226 55th Street ,car_modification,OSMway-249586853
5186,Tony's Auto Group,238 53rd Street ,industrial;car_repair,OSMway-249586907
5187,Precision Elevator,257 51st Street ,company,OSMway-249587013
5188,Ecualatinos,268 52nd Street ,car_repair,OSMway-249587070
5189,Three Brothers Bar,4910 3rd Avenue ,bar,OSMway-249587108
5190,Sunrise 2002 Wholesale,5102 3rd Avenue ,warehouse;wholesale,OSMway-249587118
5191,2 Brothers Auto,5310 3rd Avenue ,car_repair,OSMway-249587126
5192,TM Auto Repair,5514 3rd Avenue ,industrial;car_repair,OSMway-249587139
5193,New Nan Fonghong Trading,5604 3rd Avenue ,warehouse,OSMway-249587141
5194,Omega Deli,5423 2nd Avenue ,convenience,OSMway-249587150
5195,Verrazano Flooring,4901 2nd Avenue ,flooring,OSMway-249587163
5196,Al Madrasa Al Islamiya,Brooklyn 5224 3rd Avenue ,school,OSMway-249587164
5197,MCC Brooklyn,5320 3rd Avenue ,place_of_worship,OSMway-249587168
5198,Redline Screen Printing,5518 3rd Avenue ,yes,OSMway-249587189
5199,Fastlane Auto Experts,113 57th Street ,car_repair,OSMway-249588456
5200,International Truck Repair,111 58th Street ,truck_repair,OSMway-249588457
5201,Edsal Machine Products,126 56th Street ,works,OSMway-249588463
5202,Dunkin' Donuts/Baskin Robbins,5702 2nd Avenue ,fast_food;ice_cream,OSMway-249588482
5203,Perlmutter Cancer Center Sunset Park,Brooklyn 5718 2nd Avenue ,clinic;clinic,OSMway-249588493
5204,NYU Langone Respiratory Screening Center,Brooklyn 159 55th Street ,yes,OSMway-249588496
5205,HASC Center,5601 1st Avenue ,social_facility,OSMway-249588501
5206,Sunset Park Family Health Center at NYU Langone,Brooklyn 5610 2nd Avenue ,clinic;clinic,OSMway-249588518
5207,Greenwave International,5423 1st Avenue ,company,OSMway-249588519
5208,Pantek Furniture,128 57th Street ,warehouse;company,OSMway-249588525
5209,Horsepower,4101 1st Avenue ,company,OSMway-249591590
5210,Melanie,242 47th Street ,industrial;wholesale,OSMway-249592109
5211,Jimmy's Auto Service,248 42nd Street ,industrial;car_repair,OSMway-249592120
5212,Zambrand Auto Repair,250 42nd Street ,industrial;car_repair,OSMway-249592124
5213,J & M Car Care,251 47th Street ,industrial;car_repair,OSMway-249592130
5214,T&K Printing & Graphic,262 44th Street ,industrial,OSMway-249592166
5215,Hermano Auto Repair,266 42nd Street ,industrial,OSMway-249592183
5216,Yee Glass Window,274 44th Street ,industrial,OSMway-249592215
5217,RMR Transmissions,4206 3rd Avenue ,industrial;car_repair,OSMway-249592236
5218,Quality Inn,Brooklyn 4410 3rd Avenue ,hotel,OSMway-249592262
5219,JPL Auto Repair,4814 3rd Avenue ,industrial;car_repair,OSMway-249592284
5220,NY Star Wholesale,4822 3rd Avenue ,wholesale,OSMway-249592287
5221,Maria's Produce,4720 3rd Avenue ,greengrocer,OSMway-249592307
5222,Cholula Wholesale Mexican Products,4224 3rd Avenue ,wholesale,OSMway-249592310
5223,Sunset Redemption Center,4802 3rd Avenue ,recycling,OSMway-249592314
5224,Fourth Avenue Methodist Church,,place_of_worship,OSMway-249593318
5225,Iglesia Christiana Jerusalem,353 49th Street ,place_of_worship,OSMway-249593503
5226,Pentecostal Assembly Church,320 47th Street ,place_of_worship,OSMway-249593595
5227,Eden Deli Grocery,408 47th Street ,fast_food;convenience,OSMway-249594303
5228,C-Town,Brooklyn 4705 5th Avenue ,supermarket,OSMway-249594378
5229,Mini Max,4708 5th Avenue ,clothes,OSMway-249594382
5230,Jerusalem Shawarma & Falafel,410 46th Street ,fast_food,OSMway-249595706
5231,Trinity Lutheran Church Office,411 46th Street ,religion,OSMway-249595709
5232,Pal's Pet Food,412 46th Street ,pet,OSMway-249595711
5233,La Casita Communal de Sunset Park,414 45th Street ,social_facility,OSMway-249595713
5234,Iglesia Pentecostal el Camino,416 46th Street ,place_of_worship;church,OSMway-249595716
5235,La Brasa Peruana,4618 5th Avenue ,restaurant,OSMway-249595824
5236,5th Avenue Barber Shop,475 47th Street ,hairdresser,OSMway-249595844
5237,Jehovah's Witnesses of Sunset Park,517 46th Street ,place_of_worship,OSMway-249595892
5238,Itzocan Tattoos,475 43rd Street ,tattoo,OSMway-249603475
5239,Brooklyn Public Library,402 42nd Street ,library,OSMway-249603531
5240,Aljazeera Live Poultry,141 34th Street ,livestock,OSMway-249604020
5241,Spiro's Auto Repair,143 34th Street ,commercial;car_repair,OSMway-249604024
5242,USA Roofing Co,149 34th Street ,construction,OSMway-249604027
5243,Grand Kitchen Design,164 35th Street ,manufacture;kitchen,OSMway-249604029
5244,Friends Auto Service,158 33rd Street ,car_repair,OSMway-249604033
5245,C.D.E. Air Conditioning,321 39th Street ,company,OSMway-249604104
5246,Edco Supply Corp,323 36th Street ,company,OSMway-249604130
5247,JVM Aluminium Storefronts,Brooklyn 331 37th Street ,manufacture;industrial,OSMway-249604228
5248,Comfort Inn,353 38th Street ,hotel,OSMway-249604397
5249,Big Laundry Store,353 36th Street ,commercial;trade,OSMway-249604424
5250,36 Main Plumbing Supply,354 36th Street ,trade,OSMway-249604433
5251,N&W Electrical Supply,359-363 36th Street ,electrical,OSMway-249604463
5252,Express Brooklyn Kitchen Tile Bath,3918 4th Avenue ,kitchen,OSMway-249604510
5253,Mya Kaba Auto Repair,891 3rd Avenue ,car_repair,OSMway-249604516
5254,Dunkin' Donuts/Baskin Robbins,130 35th Street ,fast_food,OSMway-249604526
5255,McDonald's,968 4th Avenue ,fast_food,OSMway-249604538
5256,Saint Michael Catholic Church,Brooklyn 352 42nd Street ,place_of_worship;church,OSMway-249604543
5257,Window Fix,,manufacture;industrial,OSMway-249604545
5258,Sunset Park High School,,school,OSMway-249604552
5259,Zambrano's Professional Auto Tech,,car_repair,OSMway-249604557
5260,Ideal Automotive,129 34th Street ,car_repair,OSMway-249604578
5261,L.I. Electrical,348 36th Street ,electrical,OSMway-249604583
5262,StorageMart,980 4th Avenue ,storage_rental,OSMway-249604598
5263,Royal Auto Glass,943 3rd Avenue ,car_repair,OSMway-249604601
5264,Quality Stainless Steel,218 39th Street ,industrial,OSMway-249605243
5265,Precision Metal Fabrications,Brooklyn 236 39th Street ,manufacture;industrial,OSMway-249605250
5266,Cologuard,882 3rd Avenue ,yes,OSMway-249605318
5267,Peyton's Playpen,3901 2nd Avenue ,stripclub,OSMway-249605355
5268,L Hotel,135 32nd Street ,hotel;hotel,OSMway-249606232
5269,29St Tire Shop Corp,146 29th Street ,tyres,OSMway-249606274
5270,John Hlad Plumbling & Heating,154 26th Street ,yes,OSMway-249606302
5271,Manning Electric,154 27th Street ,industrial,OSMway-249606303
5272,Major Elevator,160 27th Street ,company,OSMway-249606320
5273,Wide Flange Incorporated,176 27th Street ,yes,OSMway-249606340
5274,L'estis Desserts,180 27th Street ,yes,OSMway-249606347
5275,Zizo USA,183 27th Street ,industrial;company,OSMway-249606349
5276,Jerry Atros Motors,792 4th Avenue ,car_repair,OSMway-249606358
5277,Liberty View Brooklyn Hotel,826 4th Avenue ,hotel;hotel,OSMway-249606359
5278,BK Wash & Repair Center,862 4th Avenue ,car_wash;car_repair,OSMway-249606367
5279,Jack & Tony Auto Repair,880 4th Avenue ,car_repair,OSMway-249606370
5280,T&D Auto Repair,896 4th Avenue ,car_repair,OSMway-249606373
5281,Grainger,815 3rd Avenue ,trade,OSMway-249606375
